date,home_team,home_continent,away_team,away_continent,team,scorer,minute,own_goal,penalty
3/24/2021,Estonia,Europe,Czech Republic,Europe,Estonia,Rauno Sappinen,12,FALSE,FALSE
3/24/2021,Estonia,Europe,Czech Republic,Europe,Czech Republic,Patrik Schick,18,FALSE,FALSE
3/24/2021,Estonia,Europe,Czech Republic,Europe,Czech Republic,Antonín Barák,27,FALSE,FALSE
3/24/2021,Estonia,Europe,Czech Republic,Europe,Czech Republic,Tomáš Souček,32,FALSE,FALSE
3/24/2021,Estonia,Europe,Czech Republic,Europe,Czech Republic,Tomáš Souček,43,FALSE,FALSE
3/24/2021,Estonia,Europe,Czech Republic,Europe,Czech Republic,Tomáš Souček,48,FALSE,FALSE
3/24/2021,Estonia,Europe,Czech Republic,Europe,Czech Republic,Jakub Jankto,56,FALSE,FALSE
3/24/2021,Estonia,Europe,Czech Republic,Europe,Estonia,Henri Anier,86,FALSE,FALSE
3/24/2021,Finland,Europe,Bosnia and Herzegovina,Europe,Bosnia and Herzegovina,Miralem Pjanić,55,FALSE,FALSE
3/24/2021,Finland,Europe,Bosnia and Herzegovina,Europe,Finland,Teemu Pukki,58,FALSE,FALSE
3/24/2021,Finland,Europe,Bosnia and Herzegovina,Europe,Finland,Teemu Pukki,77,FALSE,FALSE
3/24/2021,Finland,Europe,Bosnia and Herzegovina,Europe,Bosnia and Herzegovina,Miroslav Stevanović,84,FALSE,FALSE
3/24/2021,France,Europe,Ukraine,Europe,France,Antoine Griezmann,19,FALSE,FALSE
3/24/2021,France,Europe,Ukraine,Europe,Ukraine,Serhiy Sydorchuk,57,FALSE,FALSE
3/24/2021,Gibraltar,Europe,Norway,Europe,Norway,Alexander Sørloth,43,FALSE,FALSE
3/24/2021,Gibraltar,Europe,Norway,Europe,Norway,Kristian Thorstvedt,45,FALSE,FALSE
3/24/2021,Gibraltar,Europe,Norway,Europe,Norway,Jonas Svensson,57,FALSE,FALSE
3/24/2021,Guatemala,North America,Cuba,North America,Guatemala,Luis Martínez,59,FALSE,FALSE
3/24/2021,Latvia,Europe,Montenegro,Europe,Latvia,Jānis Ikaunieks,40,FALSE,FALSE
3/24/2021,Latvia,Europe,Montenegro,Europe,Montenegro,Stevan Jovetić,41,FALSE,FALSE
3/24/2021,Latvia,Europe,Montenegro,Europe,Montenegro,Stevan Jovetić,83,FALSE,FALSE
3/24/2021,Malta,Europe,Russia,Europe/Asia,Russia,Artem Dzyuba,23,FALSE,FALSE
3/24/2021,Malta,Europe,Russia,Europe/Asia,Russia,Mário Fernandes,35,FALSE,FALSE
3/24/2021,Malta,Europe,Russia,Europe/Asia,Malta,Joseph Mbong,56,FALSE,FALSE
3/24/2021,Malta,Europe,Russia,Europe/Asia,Russia,Aleksandr Sobolev,90,FALSE,FALSE
3/24/2021,Portugal,Europe,Azerbaijan,Asia,Portugal,Maksim Medvedev,36,TRUE,FALSE
3/24/2021,Saint Kitts and Nevis,North America,Puerto Rico,North America,Saint Kitts and Nevis,Vinceroy Nelson,42,FALSE,FALSE
3/24/2021,Serbia,Europe,Republic of Ireland,Europe,Republic of Ireland,Alan Browne,18,FALSE,FALSE
3/24/2021,Serbia,Europe,Republic of Ireland,Europe,Serbia,Dušan Vlahović,40,FALSE,FALSE
3/24/2021,Serbia,Europe,Republic of Ireland,Europe,Serbia,Aleksandar Mitrović,69,FALSE,FALSE
3/24/2021,Serbia,Europe,Republic of Ireland,Europe,Serbia,Aleksandar Mitrović,75,FALSE,FALSE
3/24/2021,Serbia,Europe,Republic of Ireland,Europe,Republic of Ireland,James Collins,86,FALSE,FALSE
3/24/2021,Slovenia,Europe,Croatia,Europe,Slovenia,Sandi Lovrić,15,FALSE,FALSE
3/24/2021,Suriname,South America,Cayman Islands,North America,Suriname,Shaquille Pinas,22,FALSE,FALSE
3/24/2021,Suriname,South America,Cayman Islands,North America,Suriname,Ryan Donk,38,FALSE,TRUE
3/24/2021,Suriname,South America,Cayman Islands,North America,Suriname,Gleofilo Vlijter,76,FALSE,FALSE
3/24/2021,Turkey,Europe/Asia,Netherlands,Europe,Turkey,Burak Yılmaz,15,FALSE,FALSE
3/24/2021,Turkey,Europe/Asia,Netherlands,Europe,Turkey,Burak Yılmaz,34,FALSE,TRUE
3/24/2021,Turkey,Europe/Asia,Netherlands,Europe,Turkey,Hakan Çalhanoğlu,46,FALSE,FALSE
3/24/2021,Turkey,Europe/Asia,Netherlands,Europe,Netherlands,Davy Klaassen,75,FALSE,FALSE
3/24/2021,Turkey,Europe/Asia,Netherlands,Europe,Netherlands,Luuk de Jong,76,FALSE,FALSE
3/24/2021,Turkey,Europe/Asia,Netherlands,Europe,Turkey,Burak Yılmaz,81,FALSE,FALSE
3/25/2021,Andorra,Europe,Albania,Europe,Albania,Ermir Lenjani,41,FALSE,FALSE
3/25/2021,Bulgaria,Europe,Switzerland,Europe,Switzerland,Breel Embolo,7,FALSE,FALSE
3/25/2021,Bulgaria,Europe,Switzerland,Europe,Switzerland,Haris Seferovic,10,FALSE,FALSE
3/25/2021,Bulgaria,Europe,Switzerland,Europe,Switzerland,Steven Zuber,13,FALSE,FALSE
3/25/2021,Bulgaria,Europe,Switzerland,Europe,Bulgaria,Kiril Despodov,46,FALSE,FALSE
3/25/2021,Canada,North America,Bermuda,North America,Canada,Cyle Larin,19,FALSE,FALSE
3/25/2021,Canada,North America,Bermuda,North America,Canada,Cyle Larin,27,FALSE,FALSE
3/25/2021,Canada,North America,Bermuda,North America,Canada,Richie Laryea,53,FALSE,FALSE
3/25/2021,Canada,North America,Bermuda,North America,Bermuda,Kane Crichlow,63,FALSE,FALSE
3/25/2021,Canada,North America,Bermuda,North America,Canada,Cyle Larin,69,FALSE,FALSE
3/25/2021,Canada,North America,Bermuda,North America,Canada,Theo Corbeanu,81,FALSE,FALSE
3/25/2021,Curaçao,North America,Saint Vincent and the Grenadines,North America,Curaçao,Juninho Bacuna,1,FALSE,FALSE
3/25/2021,Curaçao,North America,Saint Vincent and the Grenadines,North America,Curaçao,Anthony van den Hurk,17,FALSE,FALSE
3/25/2021,Curaçao,North America,Saint Vincent and the Grenadines,North America,Curaçao,Juninho Bacuna,35,FALSE,FALSE
3/25/2021,Curaçao,North America,Saint Vincent and the Grenadines,North America,Curaçao,Jarchinio Antonia,45,FALSE,FALSE
3/25/2021,Curaçao,North America,Saint Vincent and the Grenadines,North America,Curaçao,Elson Hooi,87,FALSE,FALSE
3/25/2021,El Salvador,North America,Grenada,North America,El Salvador,Gerson Mayen,23,FALSE,FALSE
3/25/2021,El Salvador,North America,Grenada,North America,El Salvador,David Rugamas,46,FALSE,FALSE
3/25/2021,England,Europe,San Marino,Europe,England,James Ward-Prowse,14,FALSE,FALSE
3/25/2021,England,Europe,San Marino,Europe,England,Dominic Calvert-Lewin,21,FALSE,FALSE
3/25/2021,England,Europe,San Marino,Europe,England,Raheem Sterling,31,FALSE,FALSE
3/25/2021,England,Europe,San Marino,Europe,England,Dominic Calvert-Lewin,53,FALSE,FALSE
3/25/2021,England,Europe,San Marino,Europe,England,Ollie Watkins,83,FALSE,FALSE
3/25/2021,Germany,Europe,Iceland,Europe,Germany,Leon Goretzka,3,FALSE,FALSE
3/25/2021,Germany,Europe,Iceland,Europe,Germany,Kai Havertz,7,FALSE,FALSE
3/25/2021,Germany,Europe,Iceland,Europe,Germany,İlkay Gündoğan,56,FALSE,FALSE
3/25/2021,Haiti,North America,Belize,North America,Haiti,Ricardo Adé,50,FALSE,FALSE
3/25/2021,Haiti,North America,Belize,North America,Haiti,Steven Séance,81,FALSE,FALSE
3/25/2021,Hungary,Europe,Poland,Europe,Hungary,Roland Sallai,6,FALSE,FALSE
3/25/2021,Hungary,Europe,Poland,Europe,Hungary,Ádám Szalai,53,FALSE,FALSE
3/25/2021,Hungary,Europe,Poland,Europe,Poland,Krzysztof Piątek,60,FALSE,FALSE
3/25/2021,Hungary,Europe,Poland,Europe,Poland,Kamil Jóźwiak,61,FALSE,FALSE
3/25/2021,Hungary,Europe,Poland,Europe,Hungary,Willi Orbán,78,FALSE,FALSE
3/25/2021,Hungary,Europe,Poland,Europe,Poland,Robert Lewandowski,83,FALSE,FALSE
3/25/2021,Israel,Asia,Denmark,Europe,Denmark,Martin Braithwaite,13,FALSE,FALSE
3/25/2021,Israel,Asia,Denmark,Europe,Denmark,Jonas Wind,67,FALSE,FALSE
3/25/2021,Italy,Europe,Northern Ireland,Europe,Italy,Domenico Berardi,14,FALSE,FALSE
3/25/2021,Italy,Europe,Northern Ireland,Europe,Italy,Ciro Immobile,39,FALSE,FALSE
3/25/2021,Liechtenstein,Europe,Armenia,Asia,Armenia,Noah Frommelt,83,TRUE,FALSE
3/25/2021,Moldova,Europe,Faroe Islands,Europe,Moldova,Ion Nicolaescu,9,FALSE,FALSE
3/25/2021,Moldova,Europe,Faroe Islands,Europe,Faroe Islands,Meinhard Olsen,83,FALSE,FALSE
3/25/2021,Panama,North America,Barbados,North America,Panama,Jair Catuy,82,FALSE,FALSE
3/25/2021,Romania,Europe,North Macedonia,Europe,Romania,Florin Tănase,28,FALSE,FALSE
3/25/2021,Romania,Europe,North Macedonia,Europe,Romania,Valentin Mihăilă,50,FALSE,FALSE
3/25/2021,Romania,Europe,North Macedonia,Europe,North Macedonia,Arijan Ademi,82,FALSE,FALSE
3/25/2021,Romania,Europe,North Macedonia,Europe,North Macedonia,Aleksandar Trajkovski,83,FALSE,FALSE
3/25/2021,Romania,Europe,North Macedonia,Europe,Romania,Ianis Hagi,86,FALSE,FALSE
3/25/2021,Scotland,Europe,Austria,Europe,Austria,Saša Kalajdžić,55,FALSE,FALSE
3/25/2021,Scotland,Europe,Austria,Europe,Scotland,Grant Hanley,71,FALSE,FALSE
3/25/2021,Scotland,Europe,Austria,Europe,Austria,Saša Kalajdžić,80,FALSE,FALSE
3/25/2021,Scotland,Europe,Austria,Europe,Scotland,John McGinn,85,FALSE,FALSE
3/25/2021,Spain,Europe,Greece,Europe,Spain,Álvaro Morata,33,FALSE,FALSE
3/25/2021,Spain,Europe,Greece,Europe,Greece,Anastasios Bakasetas,57,FALSE,TRUE
3/25/2021,Sweden,Europe,Georgia,Asia,Sweden,Viktor Claesson,35,FALSE,FALSE
3/25/2021,Tajikistan,Asia,Mongolia,Asia,Tajikistan,Manuchekhr Dzhalilov,4,FALSE,FALSE
3/25/2021,Tajikistan,Asia,Mongolia,Asia,Tajikistan,Alisher Dzhalilov,50,FALSE,FALSE
3/25/2021,Tajikistan,Asia,Mongolia,Asia,Tajikistan,Shahrom Samiev,87,FALSE,FALSE
3/25/2021,Trinidad and Tobago,North America,Guyana,South America,Trinidad and Tobago,Levi García,7,FALSE,FALSE
3/25/2021,Trinidad and Tobago,North America,Guyana,South America,Trinidad and Tobago,Sheldon Bateau,15,FALSE,FALSE
3/25/2021,Trinidad and Tobago,North America,Guyana,South America,Trinidad and Tobago,Ryan Telfer,44,FALSE,FALSE
3/27/2021,Anguilla,North America,Dominican Republic,North America,Dominican Republic,Dorny Romero,22,FALSE,TRUE
3/27/2021,Anguilla,North America,Dominican Republic,North America,Dominican Republic,Nowend Lorenzo,25,FALSE,FALSE
3/27/2021,Anguilla,North America,Dominican Republic,North America,Dominican Republic,Dorny Romero,27,FALSE,FALSE
3/27/2021,Anguilla,North America,Dominican Republic,North America,Dominican Republic,Nowend Lorenzo,46,FALSE,FALSE
3/27/2021,Anguilla,North America,Dominican Republic,North America,Dominican Republic,Domingo Peralta,66,FALSE,FALSE
3/27/2021,Anguilla,North America,Dominican Republic,North America,Dominican Republic,Luis Espinal,75,FALSE,FALSE
3/27/2021,Aruba,North America,Suriname,South America,Suriname,Nigel Hasselbaink,19,FALSE,FALSE
3/27/2021,Aruba,North America,Suriname,South America,Suriname,Francois Croes,27,TRUE,FALSE
3/27/2021,Aruba,North America,Suriname,South America,Suriname,Nigel Hasselbaink,37,FALSE,FALSE
3/27/2021,Aruba,North America,Suriname,South America,Suriname,Nigel Hasselbaink,55,FALSE,FALSE
3/27/2021,Aruba,North America,Suriname,South America,Suriname,Florian Jozefzoon,70,FALSE,FALSE
3/27/2021,Aruba,North America,Suriname,South America,Suriname,Roland Alberg,74,FALSE,FALSE
3/27/2021,Bahamas,North America,Saint Kitts and Nevis,North America,Saint Kitts and Nevis,Keithroy Freeman,25,FALSE,FALSE
3/27/2021,Bahamas,North America,Saint Kitts and Nevis,North America,Saint Kitts and Nevis,Rowan Liburd,53,FALSE,TRUE
3/27/2021,Bahamas,North America,Saint Kitts and Nevis,North America,Saint Kitts and Nevis,Keithroy Freeman,65,FALSE,FALSE
3/27/2021,Bahamas,North America,Saint Kitts and Nevis,North America,Saint Kitts and Nevis,Omari Sterling-James,82,FALSE,FALSE
3/27/2021,Belarus,Europe,Estonia,Europe,Estonia,Henri Anier,31,FALSE,FALSE
3/27/2021,Belarus,Europe,Estonia,Europe,Belarus,Vitaly Lisakovich,45,FALSE,TRUE
3/27/2021,Belarus,Europe,Estonia,Europe,Estonia,Henri Anier,55,FALSE,FALSE
3/27/2021,Belarus,Europe,Estonia,Europe,Belarus,Yury Kendysh,64,FALSE,FALSE
3/27/2021,Belarus,Europe,Estonia,Europe,Belarus,Pavel Savitski,81,FALSE,FALSE
3/27/2021,Belarus,Europe,Estonia,Europe,Belarus,Vitaly Lisakovich,83,FALSE,FALSE
3/27/2021,British Virgin Islands,North America,Guatemala,North America,Guatemala,Darwin Lom,21,FALSE,FALSE
3/27/2021,British Virgin Islands,North America,Guatemala,North America,Guatemala,Moisés Hernández,44,FALSE,FALSE
3/27/2021,British Virgin Islands,North America,Guatemala,North America,Guatemala,Robin Betancourth,81,FALSE,FALSE
3/27/2021,Croatia,Europe,Cyprus,Europe,Croatia,Mario Pašalić,40,FALSE,FALSE
3/27/2021,Czech Republic,Europe,Belgium,Europe,Czech Republic,Lukáš Provod,50,FALSE,FALSE
3/27/2021,Czech Republic,Europe,Belgium,Europe,Belgium,Romelu Lukaku,60,FALSE,FALSE
3/27/2021,Montenegro,Europe,Gibraltar,Europe,Montenegro,Fatos Bećiraj,25,FALSE,FALSE
3/27/2021,Montenegro,Europe,Gibraltar,Europe,Gibraltar,Reece Styche,30,FALSE,TRUE
3/27/2021,Montenegro,Europe,Gibraltar,Europe,Montenegro,Marko Simić,43,FALSE,FALSE
3/27/2021,Montenegro,Europe,Gibraltar,Europe,Montenegro,Žarko Tomašević,53,FALSE,FALSE
3/27/2021,Montenegro,Europe,Gibraltar,Europe,Montenegro,Stevan Jovetić,80,FALSE,FALSE
3/27/2021,Netherlands,Europe,Latvia,Europe,Netherlands,Steven Berghuis,32,FALSE,FALSE
3/27/2021,Netherlands,Europe,Latvia,Europe,Netherlands,Luuk de Jong,69,FALSE,FALSE
3/27/2021,Norway,Europe,Turkey,Europe/Asia,Turkey,Ozan Tufan,4,FALSE,FALSE
3/27/2021,Norway,Europe,Turkey,Europe/Asia,Turkey,Çağlar Söyüncü,28,FALSE,FALSE
3/27/2021,Norway,Europe,Turkey,Europe/Asia,Turkey,Ozan Tufan,59,FALSE,FALSE
3/27/2021,Republic of Ireland,Europe,Luxembourg,Europe,Luxembourg,Gerson Rodrigues,85,FALSE,FALSE
3/27/2021,Russia,Europe/Asia,Slovenia,Europe,Russia,Artem Dzyuba,26,FALSE,FALSE
3/27/2021,Russia,Europe/Asia,Slovenia,Europe,Russia,Artem Dzyuba,35,FALSE,FALSE
3/27/2021,Russia,Europe/Asia,Slovenia,Europe,Slovenia,Josip Iličić,36,FALSE,FALSE
3/27/2021,Serbia,Europe,Portugal,Europe,Portugal,Diogo Jota,11,FALSE,FALSE
3/27/2021,Serbia,Europe,Portugal,Europe,Portugal,Diogo Jota,36,FALSE,FALSE
3/27/2021,Serbia,Europe,Portugal,Europe,Serbia,Aleksandar Mitrović,46,FALSE,FALSE
3/27/2021,Serbia,Europe,Portugal,Europe,Serbia,Filip Kostić,60,FALSE,FALSE
3/27/2021,Slovakia,Europe,Malta,Europe,Malta,Luke Gambin,16,FALSE,FALSE
3/27/2021,Slovakia,Europe,Malta,Europe,Malta,Alexander Satariano,20,FALSE,FALSE
3/27/2021,Slovakia,Europe,Malta,Europe,Slovakia,David Strelec,49,FALSE,FALSE
3/27/2021,Slovakia,Europe,Malta,Europe,Slovakia,Milan Škriniar,53,FALSE,FALSE
3/27/2021,Turks and Caicos Islands,North America,Nicaragua,North America,Nicaragua,Juan Barrera,3,FALSE,FALSE
3/27/2021,Turks and Caicos Islands,North America,Nicaragua,North America,Nicaragua,Ariagner Smith,8,FALSE,FALSE
3/27/2021,Turks and Caicos Islands,North America,Nicaragua,North America,Nicaragua,Ariagner Smith,45,FALSE,FALSE
3/27/2021,Turks and Caicos Islands,North America,Nicaragua,North America,Nicaragua,Marvin Fletes,46,FALSE,FALSE
3/27/2021,Turks and Caicos Islands,North America,Nicaragua,North America,Nicaragua,Juan Barrera,59,FALSE,FALSE
3/27/2021,Turks and Caicos Islands,North America,Nicaragua,North America,Nicaragua,Dshon Forbes,78,FALSE,FALSE
3/27/2021,Turks and Caicos Islands,North America,Nicaragua,North America,Nicaragua,Matias Belli Moldskred,87,FALSE,FALSE
3/27/2021,United States Virgin Islands,North America,Antigua and Barbuda,North America,Antigua and Barbuda,Peter Byers,26,FALSE,FALSE
3/27/2021,United States Virgin Islands,North America,Antigua and Barbuda,North America,Antigua and Barbuda,Quinton Griffith,34,FALSE,TRUE
3/27/2021,United States Virgin Islands,North America,Antigua and Barbuda,North America,Antigua and Barbuda,Quinton Griffith,42,FALSE,FALSE
3/28/2021,Albania,Europe,England,Europe,England,Harry Kane,38,FALSE,FALSE
3/28/2021,Albania,Europe,England,Europe,England,Mason Mount,63,FALSE,FALSE
3/28/2021,Armenia,Asia,Iceland,Europe,Armenia,Tigran Barseghyan,53,FALSE,FALSE
3/28/2021,Armenia,Asia,Iceland,Europe,Armenia,Khoren Bayramyan,74,FALSE,FALSE
3/28/2021,Austria,Europe,Faroe Islands,Europe,Faroe Islands,Sonni Nattestad,19,FALSE,FALSE
3/28/2021,Austria,Europe,Faroe Islands,Europe,Austria,Aleksandar Dragović,30,FALSE,FALSE
3/28/2021,Austria,Europe,Faroe Islands,Europe,Austria,Christoph Baumgartner,37,FALSE,FALSE
3/28/2021,Austria,Europe,Faroe Islands,Europe,Austria,Saša Kalajdžić,44,FALSE,FALSE
3/28/2021,Bulgaria,Europe,Italy,Europe,Italy,Andrea Belotti,43,FALSE,TRUE
3/28/2021,Bulgaria,Europe,Italy,Europe,Italy,Manuel Locatelli,83,FALSE,FALSE
3/28/2021,Cuba,North America,Curaçao,North America,Curaçao,Leandro Bacuna,11,FALSE,FALSE
3/28/2021,Cuba,North America,Curaçao,North America,Cuba,Onel Hernández,27,FALSE,FALSE
3/28/2021,Cuba,North America,Curaçao,North America,Curaçao,Charlison Benschop,44,FALSE,FALSE
3/28/2021,Denmark,Europe,Moldova,Europe,Denmark,Kasper Dolberg,19,FALSE,TRUE
3/28/2021,Denmark,Europe,Moldova,Europe,Denmark,Mikkel Damsgaard,22,FALSE,FALSE
3/28/2021,Denmark,Europe,Moldova,Europe,Denmark,Mikkel Damsgaard,29,FALSE,FALSE
3/28/2021,Denmark,Europe,Moldova,Europe,Denmark,Jens Stryger Larsen,35,FALSE,FALSE
3/28/2021,Denmark,Europe,Moldova,Europe,Denmark,Mathias Jensen,39,FALSE,FALSE
3/28/2021,Denmark,Europe,Moldova,Europe,Denmark,Kasper Dolberg,48,FALSE,FALSE
3/28/2021,Denmark,Europe,Moldova,Europe,Denmark,Robert Skov,81,FALSE,FALSE
3/28/2021,Denmark,Europe,Moldova,Europe,Denmark,Marcus Ingvartsen,89,FALSE,FALSE
3/28/2021,Dominica,North America,Panama,North America,Panama,Briel Thomas,28,TRUE,FALSE
3/28/2021,Dominica,North America,Panama,North America,Dominica,Audel Laville,82,FALSE,FALSE
3/28/2021,Dominica,North America,Panama,North America,Panama,José Fajardo,85,FALSE,FALSE
3/28/2021,Georgia,Asia,Spain,Europe,Georgia,Khvicha Kvaratskhelia,44,FALSE,FALSE
3/28/2021,Georgia,Asia,Spain,Europe,Spain,Ferran Torres,56,FALSE,FALSE
3/28/2021,Georgia,Asia,Spain,Europe,Spain,Dani Olmo,90,FALSE,FALSE
3/28/2021,Israel,Asia,Scotland,Europe,Israel,Dor Peretz,44,FALSE,FALSE
3/28/2021,Israel,Asia,Scotland,Europe,Scotland,Ryan Fraser,56,FALSE,FALSE
3/28/2021,Kazakhstan,Asia,France,Europe,France,Ousmane Dembélé,19,FALSE,FALSE
3/28/2021,Kazakhstan,Asia,France,Europe,France,Serhiy Malyi,44,TRUE,FALSE
3/28/2021,Kosovo,Europe,Sweden,Europe,Sweden,Ludwig Augustinsson,12,FALSE,FALSE
3/28/2021,Kosovo,Europe,Sweden,Europe,Sweden,Alexander Isak,35,FALSE,FALSE
3/28/2021,Kosovo,Europe,Sweden,Europe,Sweden,Sebastian Larsson,70,FALSE,TRUE
3/28/2021,Montserrat,North America,El Salvador,North America,El Salvador,David Rugamas,4,FALSE,FALSE
3/28/2021,Montserrat,North America,El Salvador,North America,Montserrat,Lyle Taylor,89,FALSE,FALSE
3/28/2021,North Macedonia,Europe,Liechtenstein,Europe,North Macedonia,Enis Bardhi,7,FALSE,FALSE
3/28/2021,North Macedonia,Europe,Liechtenstein,Europe,North Macedonia,Aleksandar Trajkovski,51,FALSE,FALSE
3/28/2021,North Macedonia,Europe,Liechtenstein,Europe,North Macedonia,Aleksandar Trajkovski,54,FALSE,FALSE
3/28/2021,North Macedonia,Europe,Liechtenstein,Europe,North Macedonia,Eljif Elmas,62,FALSE,FALSE
3/28/2021,North Macedonia,Europe,Liechtenstein,Europe,North Macedonia,Ilija Nestorovski,82,FALSE,TRUE
3/28/2021,Poland,Europe,Andorra,Europe,Poland,Robert Lewandowski,30,FALSE,FALSE
3/28/2021,Poland,Europe,Andorra,Europe,Poland,Robert Lewandowski,55,FALSE,FALSE
3/28/2021,Poland,Europe,Andorra,Europe,Poland,Karol Świderski,88,FALSE,FALSE
3/28/2021,Puerto Rico,North America,Trinidad and Tobago,North America,Trinidad and Tobago,Joevin Jones,54,FALSE,FALSE
3/28/2021,Puerto Rico,North America,Trinidad and Tobago,North America,Puerto Rico,Ricardo Rivera,72,FALSE,FALSE
3/28/2021,Romania,Europe,Germany,Europe,Germany,Serge Gnabry,17,FALSE,FALSE
3/28/2021,San Marino,Europe,Hungary,Europe,Hungary,Ádám Szalai,13,FALSE,TRUE
3/28/2021,San Marino,Europe,Hungary,Europe,Hungary,Roland Sallai,71,FALSE,FALSE
3/28/2021,San Marino,Europe,Hungary,Europe,Hungary,Nemanja Nikolić,88,FALSE,TRUE
3/28/2021,Switzerland,Europe,Lithuania,Europe,Switzerland,Xherdan Shaqiri,2,FALSE,FALSE
3/28/2021,Ukraine,Europe,Finland,Europe,Ukraine,Júnior Moraes,80,FALSE,FALSE
3/28/2021,Ukraine,Europe,Finland,Europe,Finland,Teemu Pukki,89,FALSE,TRUE
3/29/2021,Cayman Islands,North America,Canada,North America,Canada,Frank Sturing,6,FALSE,FALSE
3/29/2021,Cayman Islands,North America,Canada,North America,Canada,Cyle Larin,13,FALSE,FALSE
3/29/2021,Cayman Islands,North America,Canada,North America,Canada,David Wotherspoon,25,FALSE,FALSE
3/29/2021,Cayman Islands,North America,Canada,North America,Canada,Alphonso Davies,27,FALSE,TRUE
3/29/2021,Cayman Islands,North America,Canada,North America,Canada,Mark-Anthony Kaye,32,FALSE,FALSE
3/29/2021,Cayman Islands,North America,Canada,North America,Canada,Alistair Johnston,44,FALSE,FALSE
3/29/2021,Cayman Islands,North America,Canada,North America,Canada,Mark-Anthony Kaye,63,FALSE,FALSE
3/29/2021,Cayman Islands,North America,Canada,North America,Canada,Lucas Cavallini,68,FALSE,FALSE
3/29/2021,Cayman Islands,North America,Canada,North America,Canada,Alphonso Davies,73,FALSE,FALSE
3/29/2021,Cayman Islands,North America,Canada,North America,Canada,Lucas Cavallini,74,FALSE,FALSE
3/29/2021,Cayman Islands,North America,Canada,North America,Canada,Lucas Cavallini,76,FALSE,FALSE
3/30/2021,Azerbaijan,Asia,Serbia,Europe,Serbia,Aleksandar Mitrović,16,FALSE,FALSE
3/30/2021,Azerbaijan,Asia,Serbia,Europe,Azerbaijan,Emin Mahmudov,59,FALSE,TRUE
3/30/2021,Azerbaijan,Asia,Serbia,Europe,Serbia,Aleksandar Mitrović,81,FALSE,FALSE
3/30/2021,Barbados,North America,Anguilla,North America,Barbados,Emile Saimovici,81,FALSE,FALSE
3/30/2021,Belgium,Europe,Belarus,Europe,Belgium,Michy Batshuayi,14,FALSE,FALSE
3/30/2021,Belgium,Europe,Belarus,Europe,Belgium,Hans Vanaken,17,FALSE,FALSE
3/30/2021,Belgium,Europe,Belarus,Europe,Belgium,Leandro Trossard,38,FALSE,FALSE
3/30/2021,Belgium,Europe,Belarus,Europe,Belgium,Jérémy Doku,42,FALSE,FALSE
3/30/2021,Belgium,Europe,Belarus,Europe,Belgium,Dennis Praet,49,FALSE,FALSE
3/30/2021,Belgium,Europe,Belarus,Europe,Belgium,Christian Benteke,70,FALSE,FALSE
3/30/2021,Belgium,Europe,Belarus,Europe,Belgium,Leandro Trossard,74,FALSE,FALSE
3/30/2021,Belgium,Europe,Belarus,Europe,Belgium,Hans Vanaken,89,FALSE,FALSE
3/30/2021,Belize,North America,Turks and Caicos Islands,North America,Belize,Carlos Bernárdez,45,FALSE,FALSE
3/30/2021,Belize,North America,Turks and Caicos Islands,North America,Belize,Jesse August,47,FALSE,FALSE
3/30/2021,Belize,North America,Turks and Caicos Islands,North America,Belize,Carlos Bernárdez,48,FALSE,FALSE
3/30/2021,Belize,North America,Turks and Caicos Islands,North America,Belize,Deshawon Nembhard,81,FALSE,FALSE
3/30/2021,Belize,North America,Turks and Caicos Islands,North America,Belize,Deon McCaulay,90,FALSE,FALSE
3/30/2021,Bermuda,North America,Aruba,North America,Bermuda,Kane Crichlow,36,FALSE,FALSE
3/30/2021,Bermuda,North America,Aruba,North America,Bermuda,Jaylon Bather,40,FALSE,FALSE
3/30/2021,Bermuda,North America,Aruba,North America,Bermuda,Dante Leverock,57,FALSE,FALSE
3/30/2021,Bermuda,North America,Aruba,North America,Bermuda,Knory Scott,64,FALSE,FALSE
3/30/2021,Bermuda,North America,Aruba,North America,Bermuda,Kane Crichlow,80,FALSE,FALSE
3/30/2021,Croatia,Europe,Malta,Europe,Croatia,Ivan Perišić,62,FALSE,FALSE
3/30/2021,Croatia,Europe,Malta,Europe,Croatia,Luka Modrić,76,FALSE,TRUE
3/30/2021,Croatia,Europe,Malta,Europe,Croatia,Josip Brekalo,90,FALSE,FALSE
3/30/2021,Cyprus,Europe,Slovenia,Europe,Cyprus,Ioannis Pittas,42,FALSE,FALSE
